"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"MusicLab","MusicLab","Upgrade RealStrat 4","$60.00","Upgrade from RealStrat 2 or 3 to RealStrat 4","no reviews","no reviews","0"
"MusicLab","MusicLab","MIDI over LAN","$89.00","For the use of several computers connected together via LAN","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar Twelve - AG12","$135.00","Virtual Instrument based on a Taylor 956 CE 12-String Guitar","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Ethno Ukulele - AEU","$95.00","Virtual Ukulele based on samples of a Kamaka HF-3","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass Y - ABY","$95.00","Virtual Bass based on samples of a Fodera Yinyang Bass","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar H - AGH","$95.00","Bring the Gibson ES 335 Guitar Sound to your Studio","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 2 in 1 Acoustic Bass Bundle","$181.00","Bundle containing 2 Acoustic Basses","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 3 in 1 Electric Bass Bundle","$193.00","Bundle containing 3 Electric Basses","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass U - ABU","$119.00","Acoustic Bass based on Samples of an Upright Bass","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar TC - AGTC","$95.00","Bring the Fender Telecaster Sound to your Studio","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar M Extension Pick","$55.00","Pick Extension for Ample Guitar M","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 2 in1 Metal Bundle","$161.00","Bundle containing Ample Guitar AME & Ample Bass Metal Ray","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass Metal Ray5 - AMR","$95.00","Virtual Bass based on a Stingray 5 Classic Metal Bass","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass A - ABA","$95.00","Acoustic Bass based on Samples of a Guild B-54 CE","2015","2015","0"
"Ample Sound","Ample Sound","Ample Metal Eclipse - AME","$95.00","Bring the ESP Eclipse Guitar Sound to your Studio","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar T Extension (Finger)","$55.00","Finger Extension for Ample Guitar T - AGT","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 17 in1 Full Bundle","$919.00","Bundle containing all Ample Sound Guitars and Basses","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar G - AGG","$119.00","Virtual Electric Guitar based on a Gibson Les Paul Custom","2015","2015","0"
"Ample Sound","Ample Sound","Ample Guitar F - AGF","$119.00","Virtual Electric Guitar based on a Fender Stratocaster","2015","2015","0"
"Ample Sound","Ample Sound","Ample Guitar P - AGP","$119.00","Virtual Electric Guitar based on a PRS Artist Custom Guitar","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar T - AGT","$135.00","Virtual Guitar based on Samples of a Taylor 714 Acoustic","2015","2015","0"
"Ample Sound","Ample Sound","Ample Guitar M - AGM","$135.00","Virtual guitar based on samples of a Steelstring Guitar","2016","2016","0"
"Ample Sound","Ample Sound","Ample Guitar L - AGL","$143.00","Virtual Instrument based on an Alhambra Luthier Guitar","2015","2015","0"
"Ample Sound","Ample Sound","Ample Bass P - ABP","$95.00","Virtual Bass based on Samples of a Fender Precision","2014","2014","0"
"Ample Sound","Ample Sound","Ample Bass J - ABJ","$95.00","Virtual Instrument based on Samples of the Fender Jazz Bass","2015","2015","0"
"Ample Sound","Ample Sound","Ample Guitar G Extension","$55.00","Pick Up Extension for Ample Guitar G","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Guitar P Extension","$55.00","Neck Pick Up Extension for Ample Guitar P","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass P Extension","$55.00","Pick Bass Extension for Ample Bass P","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 10 in1 Guitars Bundle","$661.00","Bundle containing all 10 Ample Sound Guitars","2015","2015","0"
"Ample Sound","Ample Sound","Ample 5 in1 Electric Bundle","$348.00","Bundle containing 5 Ample Sound Electric Guitars","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 4 in1 Acoustic Bundle","$355.00","Bundle containing 4 Ample Sound Acoustic Guitars","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample 6 in1 Bass Bundle","$370.00","Bundle containing 6 Ample Sound Basses","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Bass J Extension","$55.00","Pick Bass Extension for Ample Bass J","no reviews","no reviews","0"
"Ample Sound","Ample Sound","Ample Percussion Cloudrum - APC","$0.00","Steel Tongue Drum with a range of 3 octaves","no reviews","no reviews","0"
"Big Fish Audio","Big Fish Audio","Sequence: Hip Hop Beat Creator","$69.97","The ultimate beat creator for Hip Hop, Pop and R&B","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Vintage Horns 2","$139.30","The character and tone of the 60s and 70s horns","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Gold Label: Hip Hop and RnB","$90.97","3.51 GB of original modern Hip Hop and RnB hits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Modular: Analog Tech House","$90.97","50 construction kits full of real analog synth elements","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Empire: Trap Construction Kits","$90.97","50 Construction Kits Full of Bangin' Trap Hits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Hypnotic: Trapsoul","$90.97","50 Kits in the new trapsoul genre","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Acoustic Songwriter","$90.30","Contemporary Singer Songwriter Styles","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Cyborg","$139.30","Original and useful sounds, textures and cinematic FX","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Pop Rock: Studio Drum Sessions","$90.30","17 Kits of the hottest Drum Sounds","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Hit Life: Modern Hip Hop","$90.30","50 modern Hip Hop construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","The Crate 2: Ultimate Urban Samples","$90.30","The second edition in a Hit Series of Urban Sample Libraries","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Country Guitars","$90.30","Modern and Traditional Country Guitars","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","The Foundry","$209.30","Sound design creation tool by Sonicsmiths","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Rock N Indie Songwriter","$90.30","Pop Rock, Indie, and Modern Rock Songwriting Styles","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Open Road","$58.91","15 Americana, Pop and Alternative Country construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","FUSE","$139.30","Modern Synth Sound, Unique Dual Layer Virtual Instrument","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Ambient White","$139.30","Textures suitable for all sorts of Ambient Music","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Big Room Anthems","$48.30","15 Kits of Hard-Hitting Electronic Dance Music","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Urban Guitar Suite Volume 1","$69.30","Urban inspired RnB, Funk, Retro and Rock Loops & Kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Guitar Sessions: Pop Songwriting Guitars","$90.30","25 Pop Songwriting Construction Kits - Guitar Styles","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Vintage Strings","$139.30","A pure '60s and '70s violin section virtual instrument","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","The Rock Collective","$69.30","10 Pumped up Rock Kits for the Modern Producer","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","1970","$48.30","14 Construction Kits in 1970's Style","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Impulse","$69.30","Documentary, Foreign, and Dramatic Guitar Styles","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","13: Horror Loops and Sound Design","$90.30","Terrifying Loops and Sound Design for Modern Producers","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","SCREAM","$48.30","A Massive Collection of Male and Female Rock Vocals","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Mayhem: Dirty Dubstep","$48.30","13 Construction Kits of Insane Dirty Dubstep","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","SMACK: Claps, Snaps & Stomps","$69.30","Claps, Snaps, Stomps, and Percussion Virtual Instrument","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Colours","$90.30","Indie, Cinematic, and Pop Styles!","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Suspense: Cinematic Percussion and Soundbeds","$90.30","20 Kits of Cinematic Percussion and Soundbeds","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Prometheus: Ambient Sci Fi & Ethereal Soundscapes","$41.06","Film Scoring & Ambient Cinematic Construction Kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Country Folk","$69.30","Contemporary Folk, Bluegrass, and Americana Roots","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Goth","$139.30","A heavy metal virtual instrument for today's media composer","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Urban Legacy XXL","$49.50","The backbone for your modern productions","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Silver Concert Grand Piano","$34.30","Bosendorfer Imperial Grand 290 grand piano","no reviews","no reviews","0"
"Big Fish Audio","Big Fish Audio","Guitar Sessions: Indie and Alternative Guitars","$90.30","5.8 GB sample collection of indie guitar loops & grooves","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Zodiac","$139.30","Unique sound design for film, games and more!","2014","2014","1"
"Big Fish Audio","Big Fish Audio","Acoustic Soundscapes","$90.30","Cinematic Soundscapes & loops for film, games, and much more","2013","2013","1"
"Big Fish Audio","Big Fish Audio","Epic: Cinematic Drums & Sound Design","$139.30","Cinematic drums & epic sound design!","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","SWAGG","$49.50","Virtual complete package with countless instruments & tools","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Mariachi","$48.30","Que Viva el Mariachi! Brilliant sound tools from Mexico","no reviews","no reviews","no requirement"
"Big Fish Audio","Big Fish Audio","Brush Artistry 2","$69.30","68 unique drum loop construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Epic Drums II","$90.30","Big, epic drums and percussion for great soundtrack!","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Symphonic Manoeuvres 2","$69.30","A full orchestra for cinematic tracks!","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Funk City 2","$34.30","Funk grooves like in the good old days!","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Hit Life 2: Modern Hip Hop","$90.97","50 Modern Urban construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Son of Grindhouse","$69.97","The authentic sounds of B-Movie cinema","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Empire 2: Trap Construction Kits","$69.97","50 Construction Kits to keep your Trap workflow moving","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Rock Of Ages","$90.30","30 Rock Construction Kits from the 70s, 80s and 90s","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Stratus: Ambient Loops","$69.97","Colorful melodies and experimental rhythm loops","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Intensity: Rock Construction Kits","$90.97","Over 5GB of heavy, upbeat, in-your-face Rock tracks","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Kandiland: EDM Construction Kits","$90.97","20 of the hottest EDM construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Momentum: Pop Rock Hits","$90.97","10 construction kits of Modern Pop Rock Hits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Grindhouse","$69.30","The heart and soul of B-Movie Cinema","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Lion","$90.97","16 huge Reggae Construction Kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Modern Country Vol.2","$90.97","Modern Country Styles construction kits","no reviews","no reviews","1"
"Big Fish Audio","Big Fish Audio","Plush 3","$90.97","19 Construction Kits of real RnB at its finest","no reviews","no reviews","1"
